WikidataID,itemLabel,sitelinks
Q56389709,Kerajaan Poso,1
Q56389709,Kingdom of Poso,1
Q56389709,Poso Kingdom,1
Q60792510,Fascist Romania,2
Q63158027,Persia,21
Q63158027,Iran,21
Q63158027,Guarded Domains of Persia,21
Q63158027,Qajar Empire,21
Q63158027,Qajar Persia,21
Q63158027,Sublime State of Persia,21
Q65182752,El Salvador State,0
Q67200271,Democratic Republic of Mwali,1
Q68253870,Honduras State,0
Q68256371,Costa Rica State,0
Q68257039,Nicaragua State,0
Q68257522,Guatemala State,0
Q89101318,Hungarian nobility,0
Q91174168,Hellenistic kingdoms,0
Q96028967,Emirate of Nejd and Hasa (1913),22
Q96204511,al-Baḥrayn wa Tawābi‘hu,0
Q96204511,State of Bahrain and its dependencies,0
Q96404668,Arabian Emirate of Qatar,0
Q97516320,Tarascan culture,0
Q214,sk,318
Q214,SVK,318
Q214,🇸🇰,318
Q214,Slovak Republic,318
Q2184,Soviet Russia,96
Q2184,Communist Russia,96
Q2184,R.S.F.S.R.,96
Q2184,RSFSR,96
Q2184,Russian S.F.S.R.,96
Q2184,Russian SFSR,96
Q2184,Russian Socialist Federated Soviet Republic,96
Q2184,Russian Socialist Federative Soviet Republic,96
Q2184,Russian Soviet Federal Socialist Republic,96
Q2184,Russian Soviet Federated Socialist Republic,96
Q2184,Soviet Russian Republic,96
Q2184,the Russian SFSR,96
Q2895,BSSR,81
Q2895,Byelorussian S.S.R.,81
Q159,Rossijskaja Federatsija,391
Q159,Rossiyskaya Federatsiya,391
Q159,Россия,391
Q713750,BR Dtld.,107
Q713750,Federal Republic of Germany (1949–1990),107
Q713750,history of West Germany from 1949 to 1990,107
Q713750,West-Deutschland,107
Q713750,Westdeutschland,107
Q155,br,354
Q155,BR,354
Q155,🇧🇷,354
Q155,BRA,354
Q155,Federative Republic of Brazil,354
Q796583,Kongo dya Ntotila,45
Q796583,Reino do Congo,45
Q796583,Wene wa Kongo,45
Q797214,Le Togo français,26
Q797422,Upper Volta,44
Q798431,Dahomey,28
Q203493,Rumanian Kingdom,54
Q205662,Japan,64
Q205662,Tokugawa shogunate,64
Q205662,Edo Japan,64
Q205662,Shogunate of Japan,64
Q191,ee,332
Q191,Estland,332
